name,functions,color,precision,company,productURL,photoURL,oversampling,favorite,rating,status,notes
Addictive Drums 2,/Instruments,/Vintage ('60's & Earlier)/70's/80's/Modern,/Vibey Analog,XLN Audio,https://www.xlnaudio.com/products/addictive_drums_2,XLN-Audio_Addictive-Drums-2.png,FALSE,TRUE,5,Active,"Addictive%20Drums%202%20is%20a%20software%20drum%20production%20studio%20featuring%20professionally%20recorded%20acoustic%20drums,%20live%20rhythm%20performances%20and%20high%20quality%20built%20in%20effects."
AERO AMP,/Audio Effects/Filter/Amp Sim,/Vintage ('60's & Earlier)/70's/80's/Modern,/Vibey Analog,Acoustica Audio,https://www.acustica-audio.com/system/akfp/file_entries/files/000/002/152/original/Aero_Stomp_teaser_001.png?1654007938,Acoustica-Audio_AERO-AMP.png,FALSE,-,3,Active,-
AERO STOMP,/Audio Effects/Distortion/Amp Sim,/Vintage ('60's & Earlier)/70's/80's/Modern,/Vibey Analog,Acoustica Audio,https://www.acustica-audio.com/store/products/aerovolumea,Acoustica-Audio_AERO-STOMP.png,FALSE,-,3,Active,-
AMBER COMP,/Audio Effects/Filter/Compressor/Limiter/Harmonics/Preamp Sim,/80's/Modern,/Vibey Analog/Analog Mastering,Acoustica Audio,https://www.acustica-audio.com/store/products/amber,Acoustica-Audio_AMBER-COMP.png,FALSE,TRUE,5,Active,-
AMBER EQ,/Audio Effects/EQ/Filter/Harmonics/Mid-Side Processing/Preamp Sim,/80's/Modern,/Vibey Analog/Analog Mastering,Acoustica Audio,https://www.acustica-audio.com/store/products/amber,Acoustica-Audio_AMBER-EQ.png,FALSE,TRUE,5,Active,-
AMBER PRE,/Audio Effects/Filter/Harmonics/Preamp Sim,/80's/Modern,/Vibey Analog/Analog Mastering,Acoustica Audio,https://www.acustica-audio.com/store/products/amber,Acoustica-Audio_AMBER-PRE.png,FALSE,TRUE,5,Active,-
AMBER STRIP,/Audio Effects/EQ/Filter/Compressor/Harmonics/Mid-Side Processing/Preamp Sim/Channel Strip,/80's/Modern,/Vibey Analog/Analog Mastering,Acoustica Audio,https://www.acustica-audio.com/store/products/amber,Acoustica-Audio_AMBER-STRIP.png,FALSE,TRUE,5,Active,-
AMEK 9099,/Audio Effects/EQ/Compressor/Gate & Expander/Harmonics/Pan^ Stereo & Mono/Mid-Side Processing/Preamp Sim/Channel Strip,/70's/80's/Modern,/Vibey Analog,Brainworx,https://www.plugin-alliance.com/en/products/bx_console_amek_9099.html,Brainworx_AMEK-9099.png,FALSE,TRUE,4,Active,-
AMEK EQ 200,/Audio Effects/EQ/Harmonics/Pan^ Stereo & Mono/Mid-Side Processing,/80's/Modern,/Analog Mastering,Brainworx,https://www.plugin-alliance.com/en/products/amek_eq_200.html,Brainworx_AMEK-EQ-200.png,FALSE,TRUE,5,Active,-
Ampeg B15N,/Audio Effects/Distortion/Cabinet Sim/Amp Sim,/70's/80's,/Vibey Analog,Ampeg,https://www.plugin-alliance.com/en/products/ampeg_b15n.html,Ampeg_Ampeg-B15N.png,FALSE,-,3,Active,-
Ampeg SVTVR Classic,/Audio Effects/Distortion/Cabinet Sim/Amp Sim,/70's/80's,/Vibey Analog,Ampeg,https://www.plugin-alliance.com/en/products/ampeg_svtvr_classic.html,Ampeg_Ampeg-SVTVR-Classic.png,FALSE,-,3,Active,-
AMPER,/Audio Effects/Distortion/Amp Sim,/80's/Modern/Extreme,/Vibey Analog,Analog Obsession,https://www.patreon.com/posts/amper-34769708,Analog-Obsession_AMPER.png,TRUE,-,3,Active,-
Analog Lab 4,/Instruments-Sampler/Instruments-Percussion/Instruments,/70's/80's/Modern,/Vibey Analog,Arturia,https://www.arturia.com/products/analog-classics/analoglab,Arturia_Analog-Lab-4.png,FALSE,-,3,Active,-
Analog Lab V,/Instruments-Sampler/Instruments-Percussion/Instruments,/70's/80's,/Vibey Analog,Arturia,https://www.arturia.com/products/analog-classics/analoglab,Arturia_Analog-Lab-V.png,FALSE,TRUE,3,Active,-
Aphex Vintage Aural Exciter,/Audio Effects/Exciter,/80's/Modern,/Vibey Analog/Analog Mastering,Waves,https://www.waves.com/plugins/aphex-vintage-aural-exciter#image,Waves_Aphex-Vintage-Aural-Exciter.png,FALSE,-,3,Active,-
Atmos 2,/Instruments-Sampler,/80's/Modern/Dark Atmosphere/Light Atmosphere/European/Sci-Fi,/Vibey Analog,Electronik Sound Lab,https://www.kvraudio.com/product/atmos-2-by-electronik-sound-lab,Electronik-Sound-Lab_Atmos-2.png,FALSE,-,3,Active,"Atmos%202%20is%20a%20FREE%20Ambient%20Piano%20Plugin%20instrument%20for%20Windows%20&%20Mac.%20The%20samples%20of%20Atmos%202%20were%20recorded%20in%20November%202019,%20using%20a%20Yamaha%20C3%20Grand%20Piano%20as%20a%20source,%20at%20a%20music%20school%20in%20Mallorca%20(Balearic%20Islands)%20To%20obtain%20the%20samples%20A%20Zoom%20H6%20digital%20recorder%20was%20used.%0A%0AFeatures:%0A%0A56%20samples.%0A2%20Layers.%0AADSR%20Controls.%0ALFO%20Modulation.%0AFilter%20HP/LP.%0AmacOS%20Catalina%20Support."
AudioTrack,/Audio Effects/EQ/Compressor/Gate & Expander/Channel Strip,/Modern,/Vibey Analog,Waves,https://www.waves.com/plugins/audiotrack,Waves_AudioTrack.png,FALSE,-,3,Active,-
Augmented STRINGS,/Instruments-Sampler,/Modern/European,/Vibey Analog,Arturia,https://www.arturia.com/products/software-instruments/augmented-strings-intro/overview,Arturia_Augmented-STRINGS.png,FALSE,-,3,Active,-
Autoformer,/Audio Effects/Compressor/Limiter/Preamp Sim,/70's/80's/Modern,/Vibey Analog,UnitedPlugins,https://unitedplugins.com/Autoformer/,UnitedPlugins_Autoformer.png,FALSE,-,3,Active,-
AVOX DUO,/Audio Effects/Vocal-Specific Processing,/Modern/Extreme,/Vibey Analog,Antares,https://www.antarestech.com/product/duo/,Antares_AVOX-DUO.png,FALSE,-,3,Active,-
Bass Rider,/Audio Effects/Compressor/Limiter,/Modern,/Analog Mastering,Waves,https://www.waves.com/plugins/bass-rider,Waves_Bass-Rider.png,FALSE,TRUE,4,Active,-
Bettermaker EQ232D,/Audio Effects/EQ/Harmonics/Mid-Side Processing,/80's/Modern,/Vibey Analog/Analog Mastering,Bettermaker,https://www.plugin-alliance.com/en/products/bettermaker_eq232d.html,Bettermaker_Bettermaker-EQ232D.png,FALSE,TRUE,5,Active,-
BLACK,/Audio Effects/Filter/Preamp Sim,/70's/80's/Modern,/Vibey Analog/Analog Mastering,Acoustica Audio,https://www.acustica-audio.com/store/t/acqua,Acoustica-Audio_BLACK.png,FALSE,TRUE,4,Active,-
Black Box Analog Design HG-2,/Audio Effects/Filter/Distortion/Harmonics/Exciter/Pan^ Stereo & Mono,/70's/80's/Modern/Extreme,/Vibey Analog/Analog Mastering,Black Box Analog Design,https://www.plugin-alliance.com/en/products/black_box_analog_design_hg-2.html,Black-Box-Analog-Design_Black-Box-Analog-Design-HG-2.png,FALSE,-,3,Active,-
Black Box Analog Design HG-2MS,/Audio Effects/Filter/Distortion/Harmonics/Exciter/Pan^ Stereo & Mono/Mid-Side Processing,/70's/80's/Modern/Extreme,/Vibey Analog/Analog Mastering,Black Box Analog Design,https://www.plugin-alliance.com/en/products/black_box_analog_design_hg-2ms.html,Black-Box-Analog-Design_Black-Box-Analog-Design-HG-2MS.png,FALSE,TRUE,5,Active,-
BLACK GURU,/Audio Effects/Filter/Distortion/Preamp Sim,/70's/80's/Modern,/Vibey Analog,Acoustica Audio,https://www.acustica-audio.com/store/t/acqua,Acoustica-Audio_BLACK-GURU.png,FALSE,TRUE,3,Active,-
BlackVibe,/Audio Effects/Filter/Distortion/Amp Sim/Preamp Sim,/80's/Modern/Extreme,/Vibey Analog,Analog Obsession,https://www.patreon.com/posts/blackvibe-34306123,Analog-Obsession_BlackVibe.png,FALSE,-,3,Active,-
Brauer Motion,/Audio Effects/Pan^ Stereo & Mono,/Modern/Extreme/Sci-Fi,/Vibey Analog,Waves,https://www.waves.com/plugins/brauer-motion#brauer-motion-plugin-tutorial,Waves_Brauer-Motion.png,FALSE,TRUE,4,Active,-
BritChannel,/Audio Effects/EQ/Filter/Compressor/Harmonics/Preamp Sim/Channel Strip,/70's/80's,/Vibey Analog,Analog Obsession,https://www.patreon.com/posts/britbundle-47018376,Analog-Obsession_BritChannel.png,TRUE,-,3,Active,"BritChannel%0A%0AClassic%20British%20Equalizer%20&%20Preamp%20with%20Mic/Line%20option%0A%0AFeatures%0A%0AHIGH:%20Fixed%2010kHz%20with%20+/-15dB%0A%0AMID:%20OFF,%20.36,%20.7,%201.6,%203.2,%204.8,%207.2kHz%20with%20+/-15dB%0A%0ALOW:%20OFF,%2035,%2060,%20110,%20220Hz%20with%20+/-15dB%0A%0AHPF:%20OFF,%2050,%2080,%20160,%20300Hz%0A%0AGAIN:%20Preamp%20gain%20+/-24dB%0A%0ATRIM:%20Output%20control%20+/-24dB%0A%0AMIC:%20Mic%20Preamp%20switch.%20Default%20position%20is%20Line%20amp%0A%0AANALOG%20OBSESSION:%20This%20label%20is%20clickable.%20It%20will%20turn%20to%20red%20and%20engage%20Oversampling%20(4x)%0A%0A-%20Britpressor%0A%0AClassic%20British%20Compressor/Limiter%20%0A%0AFeatures%0A%0ATHRESHOLD%20(WHITE):%20Limiter%20section%20threshold%20-%2015%20to%204dB%0A%0ARECOVERY%20(WHITE):%20Limiter%20section%20recovery%20(release)%20-%2050ms,%20100ms,%20200ms,%20800ms,%20Auto1,%20Auto2%20%0A%0ATHRESHOLD%20(ORANGE):%20Compressor%20section%20threshold%0A%0ARECOVERY%20(ORANGE):%20Compressor%20section%20recovery%20(release)%20-%20100ms,%20400ms,%20800ms,%201500ms,%20Auto1,%20Auto2%20%0A%0ARATIO:%20Compressor%20section%20ratio%20-%201.5,%202,%203,%204,%206%0A%0AGAIN:%20Final%20output%20stage%20of%20plugin%0A%0AMIX:%20Blending%20DRY%20and%20WET%20signal%0A%0AHIGH:%20-6%20to%20+6dB%20High%20Gain%20to%20feed%20sidechain%20circuit%20for%20more%20or%20less%20high%20frequency%20compression%0A%0AMID:%20-6%20to%20+6dB%20Mid%20Gain%20to%20feed%20sidechain%20circuit%20for%20more%20or%20less%20mid%20frequency%20compression%0A%0ALOW:%20-6%20to%20+6dB%20Low%20Gain%20to%20feed%20sidechain%20circuit%20for%20more%20or%20less%20low%20frequency%20compression%0A%0AEXT:%20External%20Sidechain%20option%0A%0AANALOG%20OBSESSION:%20This%20label%20is%20clickable.%20It%20will%20turn%20to%20red%20and%20engage%20Oversampling%20(4x)%0A%0A-%20BritPre%0A%0AClassic%20British%20Mic/Line%20Preamp%20with%20Lowpass%20and%20Highpass%20filters.%20It%20has%20two%20modules%20with%20independent%20bypass.%20Also,%20it%20has%20phase%20invert%20button.%0A%0AFeatures%0A%0AGAIN:%20Preamp%20gain%20-20%20to%2040dB%20with%205dB%20steps%0A%0AOUTPUT:%20Final%20output%20control%20of%20plugins.%20If%20you%20bypass%20preamp%20section,%20you%20can%20still%20use%20output%20control%20with%20filter%20section%0A%0AHPF:%20OFF,%2045,%2070,%20160,%20360Hz%0A%0ALPF:%20OFF,%208,%206,%204,%202kHz%0A%0AMIC:%20Mic%20Preamp%20switch.%20Default%20position%20is%20Line%20amp%0A%0APHASE:%20Phase%20invert%20button%0A%0AANALOG%20OBSESSION:%20This%20label%20is%20clickable.%20It%20will%20turn%20to%20red%20and%20engage%20Oversampling%20(4x)"
BritPre,/Audio Effects/Filter/Harmonics/Preamp Sim,/70's/80's,/Vibey Analog,Analog Obsession,https://www.patreon.com/posts/britbundle-47018376,Analog-Obsession_BritPre.png,TRUE,-,3,Active,"BritChannel%0A%0AClassic%20British%20Equalizer%20&%20Preamp%20with%20Mic/Line%20option%0A%0AFeatures%0A%0AHIGH:%20Fixed%2010kHz%20with%20+/-15dB%0A%0AMID:%20OFF,%20.36,%20.7,%201.6,%203.2,%204.8,%207.2kHz%20with%20+/-15dB%0A%0ALOW:%20OFF,%2035,%2060,%20110,%20220Hz%20with%20+/-15dB%0A%0AHPF:%20OFF,%2050,%2080,%20160,%20300Hz%0A%0AGAIN:%20Preamp%20gain%20+/-24dB%0A%0ATRIM:%20Output%20control%20+/-24dB%0A%0AMIC:%20Mic%20Preamp%20switch.%20Default%20position%20is%20Line%20amp%0A%0AANALOG%20OBSESSION:%20This%20label%20is%20clickable.%20It%20will%20turn%20to%20red%20and%20engage%20Oversampling%20(4x)%0A%0A-%20Britpressor%0A%0AClassic%20British%20Compressor/Limiter%20%0A%0AFeatures%0A%0ATHRESHOLD%20(WHITE):%20Limiter%20section%20threshold%20-%2015%20to%204dB%0A%0ARECOVERY%20(WHITE):%20Limiter%20section%20recovery%20(release)%20-%2050ms,%20100ms,%20200ms,%20800ms,%20Auto1,%20Auto2%20%0A%0ATHRESHOLD%20(ORANGE):%20Compressor%20section%20threshold%0A%0ARECOVERY%20(ORANGE):%20Compressor%20section%20recovery%20(release)%20-%20100ms,%20400ms,%20800ms,%201500ms,%20Auto1,%20Auto2%20%0A%0ARATIO:%20Compressor%20section%20ratio%20-%201.5,%202,%203,%204,%206%0A%0AGAIN:%20Final%20output%20stage%20of%20plugin%0A%0AMIX:%20Blending%20DRY%20and%20WET%20signal%0A%0AHIGH:%20-6%20to%20+6dB%20High%20Gain%20to%20feed%20sidechain%20circuit%20for%20more%20or%20less%20high%20frequency%20compression%0A%0AMID:%20-6%20to%20+6dB%20Mid%20Gain%20to%20feed%20sidechain%20circuit%20for%20more%20or%20less%20mid%20frequency%20compression%0A%0ALOW:%20-6%20to%20+6dB%20Low%20Gain%20to%20feed%20sidechain%20circuit%20for%20more%20or%20less%20low%20frequency%20compression%0A%0AEXT:%20External%20Sidechain%20option%0A%0AANALOG%20OBSESSION:%20This%20label%20is%20clickable.%20It%20will%20turn%20to%20red%20and%20engage%20Oversampling%20(4x)%0A%0A-%20BritPre%0A%0AClassic%20British%20Mic/Line%20Preamp%20with%20Lowpass%20and%20Highpass%20filters.%20It%20has%20two%20modules%20with%20independent%20bypass.%20Also,%20it%20has%20phase%20invert%20button.%0A%0AFeatures%0A%0AGAIN:%20Preamp%20gain%20-20%20to%2040dB%20with%205dB%20steps%0A%0AOUTPUT:%20Final%20output%20control%20of%20plugins.%20If%20you%20bypass%20preamp%20section,%20you%20can%20still%20use%20output%20control%20with%20filter%20section%0A%0AHPF:%20OFF,%2045,%2070,%20160,%20360Hz%0A%0ALPF:%20OFF,%208,%206,%204,%202kHz%0A%0AMIC:%20Mic%20Preamp%20switch.%20Default%20position%20is%20Line%20amp%0A%0APHASE:%20Phase%20invert%20button%0A%0AANALOG%20OBSESSION:%20This%20label%20is%20clickable.%20It%20will%20turn%20to%20red%20and%20engage%20Oversampling%20(4x)"
Britpressor,/Audio Effects/Compressor/Harmonics,/70's/80's,/Vibey Analog,Analog Obsession,https://www.patreon.com/posts/britbundle-47018376,Analog-Obsession_Britpressor.png,TRUE,-,3,Active,"BritChannel%0A%0AClassic%20British%20Equalizer%20&%20Preamp%20with%20Mic/Line%20option%0A%0AFeatures%0A%0AHIGH:%20Fixed%2010kHz%20with%20+/-15dB%0A%0AMID:%20OFF,%20.36,%20.7,%201.6,%203.2,%204.8,%207.2kHz%20with%20+/-15dB%0A%0ALOW:%20OFF,%2035,%2060,%20110,%20220Hz%20with%20+/-15dB%0A%0AHPF:%20OFF,%2050,%2080,%20160,%20300Hz%0A%0AGAIN:%20Preamp%20gain%20+/-24dB%0A%0ATRIM:%20Output%20control%20+/-24dB%0A%0AMIC:%20Mic%20Preamp%20switch.%20Default%20position%20is%20Line%20amp%0A%0AANALOG%20OBSESSION:%20This%20label%20is%20clickable.%20It%20will%20turn%20to%20red%20and%20engage%20Oversampling%20(4x)%0A%0A-%20Britpressor%0A%0AClassic%20British%20Compressor/Limiter%20%0A%0AFeatures%0A%0ATHRESHOLD%20(WHITE):%20Limiter%20section%20threshold%20-%2015%20to%204dB%0A%0ARECOVERY%20(WHITE):%20Limiter%20section%20recovery%20(release)%20-%2050ms,%20100ms,%20200ms,%20800ms,%20Auto1,%20Auto2%20%0A%0ATHRESHOLD%20(ORANGE):%20Compressor%20section%20threshold%0A%0ARECOVERY%20(ORANGE):%20Compressor%20section%20recovery%20(release)%20-%20100ms,%20400ms,%20800ms,%201500ms,%20Auto1,%20Auto2%20%0A%0ARATIO:%20Compressor%20section%20ratio%20-%201.5,%202,%203,%204,%206%0A%0AGAIN:%20Final%20output%20stage%20of%20plugin%0A%0AMIX:%20Blending%20DRY%20and%20WET%20signal%0A%0AHIGH:%20-6%20to%20+6dB%20High%20Gain%20to%20feed%20sidechain%20circuit%20for%20more%20or%20less%20high%20frequency%20compression%0A%0AMID:%20-6%20to%20+6dB%20Mid%20Gain%20to%20feed%20sidechain%20circuit%20for%20more%20or%20less%20mid%20frequency%20compression%0A%0ALOW:%20-6%20to%20+6dB%20Low%20Gain%20to%20feed%20sidechain%20circuit%20for%20more%20or%20less%20low%20frequency%20compression%0A%0AEXT:%20External%20Sidechain%20option%0A%0AANALOG%20OBSESSION:%20This%20label%20is%20clickable.%20It%20will%20turn%20to%20red%20and%20engage%20Oversampling%20(4x)%0A%0A-%20BritPre%0A%0AClassic%20British%20Mic/Line%20Preamp%20with%20Lowpass%20and%20Highpass%20filters.%20It%20has%20two%20modules%20with%20independent%20bypass.%20Also,%20it%20has%20phase%20invert%20button.%0A%0AFeatures%0A%0AGAIN:%20Preamp%20gain%20-20%20to%2040dB%20with%205dB%20steps%0A%0AOUTPUT:%20Final%20output%20control%20of%20plugins.%20If%20you%20bypass%20preamp%20section,%20you%20can%20still%20use%20output%20control%20with%20filter%20section%0A%0AHPF:%20OFF,%2045,%2070,%20160,%20360Hz%0A%0ALPF:%20OFF,%208,%206,%204,%202kHz%0A%0AMIC:%20Mic%20Preamp%20switch.%20Default%20position%20is%20Line%20amp%0A%0APHASE:%20Phase%20invert%20button%0A%0AANALOG%20OBSESSION:%20This%20label%20is%20clickable.%20It%20will%20turn%20to%20red%20and%20engage%20Oversampling%20(4x)"
BUSTERse,/Audio Effects/Compressor/Limiter/Harmonics,/70's/80's,/Vibey Analog,Analog Obsession,https://www.patreon.com/posts/busterse-42658623,Analog-Obsession_BUSTERse.png,TRUE,-,3,Active,"BUSTERse%0AHere%20is%20big%20brother%20of%20%22BUSTER%22%20with%20tons%20of%20improvements%20and%20new%20features!%0A%0AClassic%20console%20compressor%20with%20extra%20Filter%20and%20Transient%20sidechain%20options%20to%20dominate%20whole%20signal!%0A%0AFEATURES%0A%0ASTEREO%20COMPRESSOR%20:%20Compressor%20Section%0A%0AFLT%20:%20Filter%20Section%0A%0ATR%20:%20Transient%20Section%0A%0ACONTROL%20:%20Control%20section%0A%0ACompressor%20Section%0A%0A-%20THRESHOLD%20(dB)%20:%20+15%20to%20-15%0A%0A-%20ATTACK%20(ms)%20:%200.1,%200.3,%201,%203,%2010,%2030%0A%0A-%20RELEASE%20(sec)%20:%200.1,%200.3,%200.6,%201.2,%20Auto%0A%0A-%20RATIO%20:%201.5,%202,%203,%204,%205,%2010%0A%0A-%20MAKE%20UP%20(dB)%20:%200%20to%2015%0A%0A-%20MIX%20(%25)%20:%20DRY%20to%20WET%0A%0AFilter%20Section%20(Sidechain)%0A%0A-%20HPF%20(Hz)%20:%2020%20to%20500%0A%0A-%20MID%20(~1500Hz)%20:%20-6dB%20to%20+6dB%0A%0A-%20HF%20(~10kHz)%20:%200dB%20to%20-10dB%20*Will%20work%20like%20famous%20optical-tube%20compressor%20and%20help%20you%20to%20control%20high%20frequencies,%20better.%0A%0ATransient%20Section%20(Sidechain)%0A%0A-%20BOOST%20(dB)%20:%200%20to%2010%20*While%20boosting%20attack,%20it%20will%20reduce%20decay/release%20of%20signal%20to%20make%20compressor%20more%20sensitive%20with%20only%20attacks/peaks.%0A%0A-%20TILT%20(~1kHz%20Center)%20:%20-6dB%20to%206%20dB%20*It's%20placed%20before%20BOOST%20to%20send%20only%20dedicated%20range%20to%20BOOST.%20So,%20BOOST%20will%20affect%20only%20given%20frequency%20range%20and%20will%20boost%20only%20this%20range's%20transients.%20If%20TILT%20is%20default,%20BOOST%20will%20affect%20overall%20transients.%0A%0A-%20MIX%20(%25)%20:%20DRY%20to%20WET%20*Will%20blend%20DRY%20and%20WET%20signal.%20After%20boosting%20transients,%20you%20can%20blend%20with%20DRY%20signal%20to%20keep%20reduced%20release%20of%20signal.%20When%20MIX%20in%20default%20position,%20TR%20is%20off.%20So,%20you%20can%20turn%20MIX%20knob%20to%20all%20the%20way%20up%20to%20engage%20TR%20section.%0A%0A*EXT%20(External%20Sidechain)%20:%20When%20you%20engage%20EXT,%20sidechain%20circuit%20will%20listen%20incoming%20signal%20and%20you%20can%20stil%20use%20Filter%20and%20Transient%20sections%20on%20incoming%20signal.%0A%0AControl%20Section%0A%0A-%20MAIN%20:%20General%20Bypass%0A%0A-%20TURBO%20:%20Turbo%20Mod%20*Turbo%20mod%20will%20help%20to%20compressor%20to%20affect%20whole%20signal%20range.%20Otherwise,%20compressor%20will%20focus%20on%20mid%20frequencies.%20This%20mod%20added%20to%20keep%20original%20sign%20of%20hardware.%0A%0A-%20XFORMER%20:%20In/Out%20Transformers%20*If%20you%20engage%20XFORMER,%20in/out%20ICs%20will%20be%20replaced%20with%20transformer%20to%20balance%20it.%20This%20will%20affect%20to%20impedance,%20character,%20overall%20sound.%0A%0A-%20ANALOG%20OBSESSION%20LOGO:%20Oversampling.%20It%20will%20turn%20to%20red%20when%20oversampling%20is%20engaged."
C1 Compressor,/Audio Effects/Compressor,/Modern,/Vibey Analog,Waves,https://www.waves.com/plugins/c1-compressor,Waves_C1-Compressor.png,FALSE,-,3,Active,-
C4 Multiband Compressor,/Audio Effects/Compressor/Multi-band Comp,/Modern,/Vibey Analog,Waves,https://www.waves.com/plugins/c4-multiband-compressor#image,Waves_C4-Multiband-Compressor.png,FALSE,-,3,Active,-
CLA-76,/Audio Effects/Compressor/Limiter/Harmonics,/70's/80's/Modern,/Vibey Analog,Waves,https://www.waves.com/plugins/cla-76-compressor-limiter#chris-lord-alge-on-the-cla-classic-compressors,Waves_CLA-76.png,FALSE,TRUE,4,Active,-
cleansweep V2,/Audio Effects/Filter,/Modern/Extreme,/Analog Mastering,Brainworx,https://www.plugin-alliance.com/en/products/bx_cleansweep_v2.html,Brainworx_cleansweep-V2.png,FALSE,-,3,Active,-
COFFEEPUN,/Audio Effects/EQ/Harmonics/Mid-Side Processing/Preamp Sim,/70's/80's/Modern,/Vibey Analog/Analog Mastering,Acoustica Audio,https://bedroomproducersblog.com/2020/04/06/the-pun-acustica-audio/,Acoustica-Audio_COFFEEPUN.png,FALSE,-,3,Active,-
CORALBAXTER,/Audio Effects/EQ/Harmonics/Preamp Sim,/80's/Modern,/Vibey Analog/Analog Mastering,Acoustica Audio,https://www.acustica-audio.com/store/t/acqua/free,Acoustica-Audio_CORALBAXTER.png,FALSE,TRUE,5,Active,-
COSMOS Sample Finder,/Instruments-Sampler,/70's/80's/Modern/Light Atmosphere/Tribal & Earthy/Asian/European/Latin,/Vibey Analog,Waves,https://www.waves.com/plugins/cosmos-sample-finder#introducing-cosmos-sample-finder,Waves_COSMOS-Sample-Finder.png,FALSE,-,3,Active,-
Creepy Piano,/Instruments-Sampler,/Modern/Dark Atmosphere,/Vibey Analog,Electronik Sound Lab,https://electroniksoundlab.com/creepy-piano-2/,Electronik-Sound-Lab_Creepy-Piano.png,FALSE,-,3,Active,-
Crystallizer,/Audio Effects/Harmonics/Glitch^ Stutter and Granular FX/Frequency-Shifter | Pitch-Shifter/Transient,/80's/Modern/Extreme,/Vibey Analog,Soundtoys,https://www.soundtoys.com/product/,Soundtoys_Crystallizer.png,FALSE,TRUE,5,Active,-
Cymatics Diablo Lite,/Audio Effects/Compressor/Harmonics,/80's/Modern/Extreme,/Vibey Analog,Cymatics,https://cymatics.fm/pages/diablo-lite,Cymatics_Cymatics-Diablo-Lite.png,FALSE,-,3,Active,"The%20main%20purpose%20of%20DIABLO%20Lite%20is%20to%20enhance%20your%20drums%20and%20808%EF%BF%BDs%20so%20they%20hit%20harder%20and%20cut%20through%20your%20mix.%0A%0AFor%20example,%20we%EF%BF%BDve%20taken%20some%20of%20the%20softest%20sounding%20kick%20samples%20and%20ran%20them%20through%20DIABLO,%20and%20even%20though%20the%20.db%20levels%20are%20the%20same...%0A%0AThose%20kicks%20are%20SMACKING%2010x%20harder%20and%20the%20overall%20perceived%20loudness%20of%20each%20sample%20has%20exponentially%20improved.%0A%0ADIABLO%20Lite%20is%20an%20absolute%20powerhouse%20production%20tool%20that%20you%EF%BF%BDll%20find%20yourself%20using%20on%20every%20track.%0A%0AWhat%20exactly%20does%20DIABLO%20Lite%20do?%0AThe%20DIABLO%20Punch%20feature%20is%20a%20transient%20shaper%20designed%20to%20help%20your%20drums%20cut%20through%20any%20mix.%0A%0ANothing%20is%20worse%20than%20a%20kick%20or%20snare%20that%20you%20can%20barely%20hear%20over%20your%20song.%20By%20adding%20DIABLO%EF%BF%BDs%20Punch%20feature,%20your%20drums%20will%20have%20that%20special%20element%20they%20need%20to%20cut%20through%20the%20other%20sounds%20in%20your%20song.%0A%0AThe%20DIABLO%20Clip%20Feature%20is%20a%20modern%20hard%20/%20soft%20clipper%20made%20to%20make%20your%20drums%20slap%20every%20time.%0A%0AAlmost%20every%20major%20record%20today%20uses%20a%20hard%20or%20soft%20clipper%20on%20most%20of%20their%20drums.%0A%0AWe%EF%BF%BDve%20spent%20tons%20of%20hours%20perfecting%20the%20sound%20of%20DIABLO%EF%BF%BDS%20clipper,%20giving%20you%20the%20perfect%20tool%20to%20achieve%20modern%20industry%20sound%20on%20your%20drums."
